Brand,ProductName,FlavorProfile,Type,Ingredients,Caffeine_mg,Sugar_g,Calories,HealthTags,MarketRegion,UseCase,ReviewSummary,MedicalTags
Bovonto,Bovonto Mango Blast,Mango,Energy Drink,"Fruit Juice Concentrate, Caffeine, Sodium Benzoate, Citric Acid, Sweetener, Citric Acid",120,40,160,High caffeine,USA,Hydration,Bring market but look single mission.,High-caffeine
Big Cola,Big Cola Pineapple Blast,Pineapple,Tonic,"Caffeine, Sweetener, Citric Acid, Sodium Benzoate, Carbonated Water, Artificial Flavor",160,0,0,"Sugar-free, Zero calorie, High caffeine",Mexico,Weight Management,Movement senior represent focus Mr according.,"Diabetic-safe, Low-calorie, High-caffeine"
Bovonto,Bovonto Lychee Blast,Lychee,Diet Soda,"Sugar, Citric Acid, Sweetener, Sugar, Caffeine, Caffeine",160,5,20,"Low sugar, Low calorie, High caffeine",South Africa,Kids-friendly,Wife hundred bill plan cover instead bank board fire just.,"Low-sugar, Low-calorie, High-caffeine"
Mirinda,Mirinda Vanilla Blast,Vanilla,Energy Drink,"Citric Acid, Sweetener, Herbal Extract, Herbal Extract, Fruit Juice Concentrate, Sugar",160,30,120,Zero calorie,Canada,Weight Management,Present common more national ago raise look their student why.,High-caffeine
Fanta,Fanta Mixed Fruit Blast,Mixed Fruit,Diet Soda,"Sodium Benzoate, Sodium Benzoate, Caffeine, Natural Flavors, Caffeine, Artificial Flavor",160,0,0,"Sugar-free, Zero calorie, High caffeine",India,Kids-friendly,Become forget live win both.,"Diabetic-safe, Low-calorie, High-caffeine"
Appy Fizz,Appy Fizz Mango Blast,Mango,Energy Drink,"Sweetener, Herbal Extract, Artificial Flavor, Artificial Flavor, Sodium Benzoate, Citric Acid",0,40,160,Sugar-free,Mexico,Kids-friendly,Month agreement cell thought point list onto ever much page debate.,Caffeine-free
Irn-Bru,Irn-Bru Mango Blast,Mango,Energy Drink,"Natural Flavors, Fruit Juice Concentrate, Sodium Benzoate, Artificial Flavor, Herbal Extract, Fruit Juice Concentrate",120,0,0,"Sugar-free, Zero calorie, High caffeine",UK,Party,Set population beat her shake.,"Diabetic-safe, Low-calorie, High-caffeine"
Fresca,Fresca Melon Blast,Melon,Soda,"Natural Flavors, Sugar, Sodium Benzoate, Carbonated Water, Fruit Juice Concentrate, Citric Acid",40,10,40,Zero calorie,Australia,Weight Management,Course scene rule war other box wrong management security.,Low-calorie
Jarritos,Jarritos Lemon-Lime Blast,Lemon-Lime,Energy Drink,"Sodium Benzoate, Natural Flavors, Caffeine, Sodium Benzoate, Citric Acid, Caffeine",0,30,120,Low calorie,Germany,Party,Doctor leader really recently until its.,Caffeine-free
Bovonto,Bovonto Tamarind Blast,Tamarind,Tonic,"Fruit Juice Concentrate, Sodium Benzoate, Artificial Flavor, Citric Acid, Sugar, Herbal Extract",120,30,120,High caffeine,India,Energy Boost,Tv central may pretty find performance later fall.,High-caffeine
Fresca,Fresca Mango Blast,Mango,Energy Drink,"Sweetener, Natural Flavors, Caffeine, Sugar, Herbal Extract, Caffeine",0,40,160,Caffeine-free,Canada,Energy Boost,Eight institution school despite politics hour decision.,Caffeine-free
LaCroix,LaCroix Vanilla Blast,Vanilla,Tonic,"Sweetener, Herbal Extract, Carbonated Water, Sodium Benzoate, Carbonated Water, Citric Acid",0,40,160,Zero calorie,UK,Energy Boost,Music manager apply standard somebody financial.,Caffeine-free
Fresca,Fresca Ginger Blast,Ginger,Tonic,"Citric Acid, Carbonated Water, Sugar, Sweetener, Citric Acid, Sodium Benzoate",160,20,80,High caffeine,Canada,Hydration,He when reach could economic day floor avoid.,High-caffeine
LaCroix,LaCroix Lychee Blast,Lychee,Tonic,"Sweetener, Herbal Extract, Sodium Benzoate, Herbal Extract, Herbal Extract, Sodium Benzoate",10,30,120,Regular,Japan,Post-workout,Media society choose artist group tough.,Low-caffeine
Mirinda,Mirinda Tamarind Blast,Tamarind,Energy Drink,"Citric Acid, Artificial Flavor, Artificial Flavor, Sodium Benzoate, Sodium Benzoate, Natural Flavors",0,30,120,Sugar-free,UK,Everyday,Impact analysis act significant life task how civil.,Caffeine-free
Mountain Dew,Mountain Dew Melon Blast,Melon,Sparkling Juice,"Sodium Benzoate, Citric Acid, Fruit Juice Concentrate, Sugar, Carbonated Water, Sodium Benzoate",120,30,120,Zero calorie,India,Weight Management,Question fill deep his suggest chair magazine home.,High-caffeine
Mirinda,Mirinda Mixed Fruit Blast,Mixed Fruit,Sparkling Water,"Sugar, Citric Acid, Sweetener, Natural Flavors, Sweetener, Citric Acid",10,20,80,Regular,UK,Hydration,Maybe college until much its too likely direction.,Low-caffeine
Topo Chico,Topo Chico Lychee Blast,Lychee,Diet Soda,"Natural Flavors, Herbal Extract, Herbal Extract, Fruit Juice Concentrate, Sweetener, Natural Flavors",120,0,0,"Sugar-free, Zero calorie, High caffeine",Brazil,Weight Management,Show direction size win see save.,"Diabetic-safe, Low-calorie, High-caffeine"
Appy Fizz,Appy Fizz Lime Blast,Lime,Diet Soda,"Carbonated Water, Carbonated Water, Natural Flavors, Carbonated Water, Sweetener, Sweetener",160,10,40,"Low calorie, High caffeine",Australia,Party,Color these no produce hot lose person may.,"Low-calorie, High-caffeine"
Red Bull,Red Bull Vanilla Blast,Vanilla,Energy Drink,"Sweetener, Citric Acid, Sweetener, Sweetener, Sodium Benzoate, Sugar",80,10,40,Zero calorie,Germany,Post-workout,So watch time group family pull Mrs imagine lead.,Low-calorie
Fanta,Fanta Citrus Blast,Citrus,Sparkling Water,"Caffeine, Citric Acid, Herbal Extract, Artificial Flavor, Sodium Benzoate, Fruit Juice Concentrate",0,5,20,"Low sugar, Low calorie, Caffeine-free",Germany,Weight Management,Grow five bar few item special.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
LaCroix,LaCroix Berry Blast,Berry,Sparkling Juice,"Artificial Flavor, Sodium Benzoate, Sugar, Citric Acid, Sweetener, Artificial Flavor",30,10,40,Low calorie,UK,Kids-friendly,Back watch near listen even.,Low-calorie
Bovonto,Bovonto Mixed Fruit Blast,Mixed Fruit,Diet Soda,"Sweetener, Carbonated Water, Natural Flavors, Artificial Flavor, Sweetener, Natural Flavors",10,10,40,Low calorie,Germany,Party,Thus media seven success teacher customer.,"Low-caffeine, Low-calorie"
Thums Up,Thums Up Coconut Blast,Coconut,Sparkling Water,"Artificial Flavor, Carbonated Water, Sweetener, Artificial Flavor, Natural Flavors, Sodium Benzoate",160,20,80,High caffeine,South Africa,Kids-friendly,Current anything see current seem measure.,High-caffeine
Fanta,Fanta Melon Blast,Melon,Sparkling Juice,"Artificial Flavor, Sodium Benzoate, Citric Acid, Herbal Extract, Sugar, Sodium Benzoate",30,5,20,Zero calorie,Japan,Everyday,Father note property American pretty reality manager interest.,"Low-sugar, Low-calorie"
Jarritos,Jarritos Lime Blast,Lime,Diet Soda,"Sweetener, Natural Flavors, Herbal Extract, Citric Acid, Sweetener, Caffeine",0,0,0,Sugar-free,Canada,Post-workout,Work whose behavior industry us enjoy friend toward.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Topo Chico,Topo Chico Herbal Blast,Herbal,Energy Drink,"Herbal Extract, Sugar, Caffeine, Citric Acid, Sodium Benzoate, Natural Flavors",10,10,40,Low calorie,Mexico,Hydration,Nation job room system bad expert.,"Low-caffeine, Low-calorie"
Thums Up,Thums Up Mango Blast,Mango,Sparkling Juice,"Herbal Extract, Sodium Benzoate, Sugar, Carbonated Water, Artificial Flavor, Sweetener",40,0,0,"Sugar-free, Zero calorie",Canada,Weight Management,Forward manager subject glass soon in four run.,"Diabetic-safe, Low-calorie"
Jarritos,Jarritos Strawberry Blast,Strawberry,Sparkling Juice,"Sweetener, Artificial Flavor, Sweetener, Sweetener, Artificial Flavor, Natural Flavors",40,0,0,Low calorie,UK,Kids-friendly,Race guess threat fund anything past occur radio fly believe.,"Diabetic-safe, Low-calorie"
Fresca,Fresca Coconut Blast,Coconut,Sparkling Juice,"Citric Acid, Sugar, Artificial Flavor, Fruit Juice Concentrate, Sugar, Fruit Juice Concentrate",0,20,80,Caffeine-free,Australia,Energy Boost,Guess together not radio painting clearly myself young.,Caffeine-free
Jarritos,Jarritos Strawberry Blast,Strawberry,Sparkling Juice,"Sodium Benzoate, Carbonated Water, Carbonated Water, Fruit Juice Concentrate, Natural Flavors, Sugar",30,5,20,Sugar-free,Mexico,Kids-friendly,Act house within minute gas industry.,"Low-sugar, Low-calorie"
LaCroix,LaCroix Pineapple Blast,Pineapple,Tonic,"Caffeine, Carbonated Water, Fruit Juice Concentrate, Herbal Extract, Artificial Flavor, Fruit Juice Concentrate",160,30,120,Sugar-free,Japan,Everyday,Ten from wind statement camera low tell his.,High-caffeine
Jarritos,Jarritos Lemon-Lime Blast,Lemon-Lime,Diet Soda,"Sugar, Artificial Flavor, Natural Flavors, Citric Acid, Natural Flavors, Sodium Benzoate",80,5,20,Low calorie,USA,Kids-friendly,Represent example they treat compare work help win owner hope.,"Low-sugar, Low-calorie"
Topo Chico,Topo Chico Grape Blast,Grape,Sparkling Juice,"Artificial Flavor, Sodium Benzoate, Carbonated Water, Citric Acid, Carbonated Water, Sweetener",120,20,80,High caffeine,Canada,Everyday,Soldier someone central across happy Congress south serious truth.,High-caffeine
LaCroix,LaCroix Mango Blast,Mango,Sparkling Juice,"Sugar, Carbonated Water, Carbonated Water, Fruit Juice Concentrate, Sodium Benzoate, Artificial Flavor",30,5,20,Zero calorie,Brazil,Party,Account base agent stage artist summer international.,"Low-sugar, Low-calorie"
Pepsi,Pepsi Tamarind Blast,Tamarind,Sparkling Water,"Sodium Benzoate, Fruit Juice Concentrate, Carbonated Water, Citric Acid, Citric Acid, Sodium Benzoate",10,5,20,"Low sugar, Low calorie",Brazil,Party,Fact vote enough coach deep different end Congress reduce.,"Low-sugar, Low-caffeine, Low-calorie"
Appy Fizz,Appy Fizz Pineapple Blast,Pineapple,Energy Drink,"Carbonated Water, Caffeine, Carbonated Water, Caffeine, Sodium Benzoate, Citric Acid",160,5,20,"Low sugar, Low calorie, High caffeine",Brazil,Hydration,Reason hundred task these.,"Low-sugar, Low-calorie, High-caffeine"
Red Bull,Red Bull Vanilla Blast,Vanilla,Tonic,"Herbal Extract, Herbal Extract, Citric Acid, Artificial Flavor, Sweetener, Caffeine",160,40,160,Zero calorie,USA,Kids-friendly,Laugh she else ground consumer none art effort couple leader.,High-caffeine
Bovonto,Bovonto Cola Blast,Cola,Energy Drink,"Caffeine, Sweetener, Herbal Extract, Citric Acid, Carbonated Water, Citric Acid",40,5,20,Sugar-free,Japan,Party,Magazine sure former to feel.,"Low-sugar, Low-calorie"
Monster,Monster Melon Blast,Melon,Energy Drink,"Artificial Flavor, Fruit Juice Concentrate, Carbonated Water, Sugar, Herbal Extract, Natural Flavors",10,20,80,Regular,Australia,Kids-friendly,Open couple fish morning may like be force study player.,Low-caffeine
Sprite,Sprite Mango Blast,Mango,Sparkling Juice,"Carbonated Water, Fruit Juice Concentrate, Caffeine, Sweetener, Herbal Extract, Carbonated Water",10,10,40,Low calorie,Japan,Energy Boost,Day woman school about four in speech.,"Low-caffeine, Low-calorie"
Bovonto,Bovonto Coconut Blast,Coconut,Sparkling Water,"Herbal Extract, Caffeine, Artificial Flavor, Herbal Extract, Caffeine, Sugar",0,0,0,"Sugar-free, Zero calorie, Caffeine-free",Germany,Energy Boost,Result example whether lose structure speech matter.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Coca-Cola,Coca-Cola Pineapple Blast,Pineapple,Sparkling Water,"Sweetener, Carbonated Water, Natural Flavors, Sodium Benzoate, Sweetener, Caffeine",10,30,120,Low calorie,Germany,Weight Management,Agree season mission audience put national star physical how consumer.,Low-caffeine
Fresca,Fresca Lemon-Lime Blast,Lemon-Lime,Sparkling Juice,"Herbal Extract, Natural Flavors, Carbonated Water, Natural Flavors, Sugar, Artificial Flavor",160,10,40,"Low calorie, High caffeine",Brazil,Everyday,Guess marriage magazine win growth rise occur human.,"Low-calorie, High-caffeine"
Limca,Limca Lychee Blast,Lychee,Diet Soda,"Citric Acid, Citric Acid, Fruit Juice Concentrate, Caffeine, Fruit Juice Concentrate, Sugar",120,20,80,Zero calorie,India,Party,Among firm cut maybe society military business.,High-caffeine
Thums Up,Thums Up Vanilla Blast,Vanilla,Tonic,"Caffeine, Artificial Flavor, Citric Acid, Caffeine, Fruit Juice Concentrate, Herbal Extract",120,40,160,Low calorie,USA,Weight Management,Suggest make hour health country wear after.,High-caffeine
Fresca,Fresca Mango Blast,Mango,Energy Drink,"Caffeine, Sweetener, Caffeine, Sodium Benzoate, Carbonated Water, Artificial Flavor",30,0,0,Low calorie,Australia,Everyday,Political various until rich leader mean.,"Diabetic-safe, Low-calorie"
Pepsi,Pepsi Lime Blast,Lime,Energy Drink,"Carbonated Water, Caffeine, Sodium Benzoate, Artificial Flavor, Citric Acid, Sodium Benzoate",0,5,20,Low calorie,South Africa,Hydration,I social majority improve recently last keep month sound.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Pepsi,Pepsi Mint Blast,Mint,Soda,"Sweetener, Fruit Juice Concentrate, Caffeine, Caffeine, Sodium Benzoate, Caffeine",160,5,20,Sugar-free,Mexico,Party,Home beyond know if medical method voice house treatment.,"Low-sugar, Low-calorie, High-caffeine"
Fresca,Fresca Coconut Blast,Coconut,Energy Drink,"Herbal Extract, Artificial Flavor, Citric Acid, Sodium Benzoate, Sugar, Sugar",80,0,0,"Sugar-free, Zero calorie",Mexico,Energy Boost,Public we woman building law billion pressure however.,"Diabetic-safe, Low-calorie"
7UP,7UP Grape Blast,Grape,Tonic,"Sugar, Sodium Benzoate, Fruit Juice Concentrate, Artificial Flavor, Sodium Benzoate, Fruit Juice Concentrate",120,0,0,"Sugar-free, Zero calorie, High caffeine",South Africa,Energy Boost,Organization know money article together sound.,"Diabetic-safe, Low-calorie, High-caffeine"
Topo Chico,Topo Chico Apple Blast,Apple,Soda,"Herbal Extract, Natural Flavors, Natural Flavors, Sweetener, Herbal Extract, Herbal Extract",120,40,160,High caffeine,Japan,Energy Boost,It road ask Mr impact democratic second continue.,High-caffeine
Red Bull,Red Bull Pineapple Blast,Pineapple,Sparkling Juice,"Fruit Juice Concentrate, Sugar, Fruit Juice Concentrate, Caffeine, Sweetener, Carbonated Water",80,0,0,"Sugar-free, Zero calorie",Germany,Hydration,She type adult heavy history especially main government.,"Diabetic-safe, Low-calorie"
7UP,7UP Strawberry Blast,Strawberry,Soda,"Carbonated Water, Sweetener, Herbal Extract, Sodium Benzoate, Citric Acid, Citric Acid",120,40,160,High caffeine,India,Party,Attention member specific month most leader second opportunity.,High-caffeine
LaCroix,LaCroix Pineapple Blast,Pineapple,Tonic,"Citric Acid, Artificial Flavor, Fruit Juice Concentrate, Herbal Extract, Sugar, Citric Acid",160,5,20,Sugar-free,UK,Energy Boost,Degree market question treat road.,"Low-sugar, Low-calorie, High-caffeine"
Irn-Bru,Irn-Bru Lime Blast,Lime,Energy Drink,"Carbonated Water, Carbonated Water, Carbonated Water, Carbonated Water, Carbonated Water, Artificial Flavor",120,0,0,"Sugar-free, Zero calorie, High caffeine",Japan,Weight Management,Movement tree poor something paper so box alone quality anyone.,"Diabetic-safe, Low-calorie, High-caffeine"
Canada Dry,Canada Dry Pineapple Blast,Pineapple,Energy Drink,"Carbonated Water, Sugar, Sodium Benzoate, Sweetener, Caffeine, Caffeine",0,10,40,"Low calorie, Caffeine-free",USA,Energy Boost,Member talk stage letter second senior today form.,"Caffeine-free, Low-calorie, Kids-friendly"
Fanta,Fanta Lychee Blast,Lychee,Energy Drink,"Sweetener, Caffeine, Sodium Benzoate, Caffeine, Natural Flavors, Sodium Benzoate",40,0,0,Sugar-free,Australia,Party,Admit war standard south page impact personal.,"Diabetic-safe, Low-calorie"
LaCroix,LaCroix Lychee Blast,Lychee,Sparkling Water,"Fruit Juice Concentrate, Artificial Flavor, Herbal Extract, Citric Acid, Fruit Juice Concentrate, Carbonated Water",0,0,0,"Sugar-free, Zero calorie, Caffeine-free",UK,Hydration,Sound become others growth.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Limca,Limca Cola Blast,Cola,Sparkling Water,"Artificial Flavor, Carbonated Water, Sugar, Caffeine, Fruit Juice Concentrate, Natural Flavors",10,10,40,Sugar-free,Germany,Weight Management,Contain offer former building southern between half box.,"Low-caffeine, Low-calorie"
Fanta,Fanta Mango Blast,Mango,Soda,"Artificial Flavor, Caffeine, Carbonated Water, Caffeine, Sweetener, Herbal Extract",0,20,80,Low calorie,Canada,Party,Home step city quite recent tax under subject try.,Caffeine-free
Mountain Dew,Mountain Dew Coconut Blast,Coconut,Tonic,"Carbonated Water, Natural Flavors, Fruit Juice Concentrate, Citric Acid, Sodium Benzoate, Natural Flavors",0,10,40,Low calorie,South Africa,Energy Boost,That sense movie seek decide scene.,"Caffeine-free, Low-calorie, Kids-friendly"
Monster,Monster Pineapple Blast,Pineapple,Tonic,"Fruit Juice Concentrate, Carbonated Water, Sweetener, Sodium Benzoate, Natural Flavors, Fruit Juice Concentrate",0,20,80,Caffeine-free,Australia,Post-workout,Five base song better evening rise church option room.,Caffeine-free
Bovonto,Bovonto Tamarind Blast,Tamarind,Energy Drink,"Sweetener, Artificial Flavor, Natural Flavors, Carbonated Water, Sugar, Herbal Extract",80,0,0,"Sugar-free, Zero calorie",UK,Energy Boost,Else general new why over.,"Diabetic-safe, Low-calorie"
Canada Dry,Canada Dry Pineapple Blast,Pineapple,Sparkling Water,"Carbonated Water, Sweetener, Natural Flavors, Fruit Juice Concentrate, Fruit Juice Concentrate, Carbonated Water",0,10,40,Low calorie,USA,Post-workout,Feeling become open response record.,"Caffeine-free, Low-calorie, Kids-friendly"
7UP,7UP Tamarind Blast,Tamarind,Sparkling Water,"Sweetener, Sodium Benzoate, Fruit Juice Concentrate, Caffeine, Caffeine, Fruit Juice Concentrate",160,30,120,Zero calorie,South Africa,Everyday,Price else team trade Democrat six value read least consumer.,High-caffeine
Topo Chico,Topo Chico Melon Blast,Melon,Diet Soda,"Herbal Extract, Artificial Flavor, Herbal Extract, Natural Flavors, Caffeine, Citric Acid",0,5,20,"Low sugar, Low calorie, Caffeine-free",Germany,Party,Policy author hundred in race establish partner lead store.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Monster,Monster Strawberry Blast,Strawberry,Diet Soda,"Fruit Juice Concentrate, Herbal Extract, Sugar, Artificial Flavor, Sweetener, Fruit Juice Concentrate",10,0,0,"Sugar-free, Zero calorie",India,Energy Boost,Side miss section parent after site school say.,"Diabetic-safe, Low-caffeine, Low-calorie"
